ID,Name,Position,Company,Industry,Location,Company Size,Category,Price Range,Timeline,Review Summary,Rating,Review Date,Data Source
1053,Alex Fong,VP Engineering,fromAtoB,IT Services,Germany,51-200 Employees,Web Development,"$200,000 to $999,999",Aug. 2018 - Ongoing,Monterail used Ruby on Rails and Vue.js to develop a web platform for a travel agency and consulted on some design aspects. They also integrated the platform with several other travel booking sites.,5,,Clutch
1054,Stefan Wolpers,Consultant,eBookMakr,Publishing,Germany,1-10 Employees,Custom Software Development,"$10,000 to $49,999",Dec. 2011 - Dec. 2012,Monterail produced an MVP in JavaScript and Ruby on Rails that enables bloggers to publish ebooks efficiently in the cloud.,4.5,,Clutch
1055,Christin Friedrich,Managing Director,Innovestment,Financial services,Germany,1-10 Employees,Web Development,"$10,000 to $49,999",Sep. 2013 - Mar. 2015,Monterail enhanced an existing Ruby on Rails crowd-funding site that has a large presence in Germany.,4.5,,Clutch
1056,Alex Fong,VP of Engineering,SuitePad GmbH,Hospitality & leisure,Germany,51-200 Employees,"Custom Software Development, Web Development",Confidential,Sep. 2021 - Ongoing,Monterail developed an integrated property management system and coordinated pilot tests with third-party providers. They now provide ongoing support for any updates that need to be made.,5,,Clutch
1057,Gaston Feldberg,General Manager,La Cardeuse,Manufacturing,Argentina,201-500 Employees,"Custom Software Development, ERP Consulting and SI","$50,000 to $199,999",July 2022 - June 2023,"Nybble Group implemented Odoo as the global ERP for a mattress factory. The team also provided further system development, including modules and optimizations.",4,,Clutch
1058,Christian  Martin,Sales Manager,Mining Equipment Company,Engineering,Argentina,51-200 Employees,"UX/UI Design, Web Design, Web Development","$10,000 to $49,999",Feb. 2021 - Nov. 2023,"Nybble Group designed and developed a web application for a mining equipment company. Nybble Group built an app to generate invoices and control the clent's sales process, using Miro to share designs.",4.5,,Clutch
1059,Ezequiel Fernandez,IT Apps Manager,San Miguel Global,Agriculture,Argentina,"501-1,000 Employees",Custom Software Development,"$10,000 to $49,999",Jan. 2021 - Ongoing,A produce exporter hired Nybble Group in order to provide support towards their RPA journey.,5,,Clutch
1060,Ella Dyer,CEO & Co-Founder,Abundant Closet LLC,Retail,France,1-10 Employees,"Custom Software Development, Web Development","$200,000 to $999,999",Jan. 2009 - June 2012,Nybble Group built a virtual closet application for a closet company. The main goal was to help women efficiently use their wardrobes and to assist them with what they should buy in the future.,5,,Clutch
1061,Diego Ferrero,CFO & CCO,GRUPO BAW,Manufacturing,Argentina,51-200 Employees,ERP Consulting and SI,"$10,000 to $49,999",Jan. 2024 - Ongoing,Nybble Group has migrated a welding products company's Odoo system from version 15 to version 16. The team aims to improve the client's administrative processes.,4.5,,Clutch
1062,Andres Piñeyro,Supply & Logistics Manager,Atlas Copco Argentina,Engineering,Argentina,51-200 Employees,"Custom Software Development, ERP Consulting and SI","$10,000 to $49,999",Jan. 2017 - July 2020,"Nybble Group updated an industrial equipment company's ERP system. The team implemented an electronic invoice, government authorization, and functionalities to create PDF files and send invoices.",4.5,,Clutch
1063,Marc Rodríguez,IT Project Manager,Citrico Global S.L.,Agriculture,Spain,"10,001+ Employees",Robotics Process Automation,Confidential,Apr. - May 2024,A fruit production and distribution company has partnered with Nybble Group for technology process migration. The team has transferred functional UiPath bots into the new infrastructure.,4.5,,Clutch
1064,Ronnie Mazzei,CEO,Town Connection SA,Retail,Argentina,11-50 Employees,Custom Software Development,"$10,000 to $49,999",Jan. 2020 - Dec. 2021,Nybble Group implemented a complete ERP system for an apparel manufacturer using Odoo. They were hired based on a recommendation.,4,,Clutch
1065,Mark Colonnese,Product Marketing Director,Aquarium Software Limited,Software,United Kingdom,51-200 Employees,Other IT Consulting and SI,"$10,000 to $49,999",Feb. - Mar. 2017,An insurance tech solution provider hired Nybble Group to develop a demo app. The project goal was to build a responsive web app in AngularJS that would incorporate it into an existing claim administration system.,4.5,,Clutch
1066,Andres Rantica,CSO,Witbor,Information technology,Latin America,51-200 Employees,"Custom Software Development, ERP Consulting and SI, UX/UI Design","$10,000 to $49,999",Oct. 2024 - May 2025,"Morean developed and designed a logistics tracking system for a technology solutions company. The team integrated the system with the client's ERP, built automated alerts, and created reporting dashboards.",5,,Clutch
1067,Mirko Mihovilovic,IT Manager,Barbuss,Insurance,Argentina,51-200 Employees,"DevOps Managed Services, Microservices Architecture Services",Confidential,Jan. - Oct. 2024,Morean provided DevOps managed services for an insurance company. Their work focused on deploying new CI/CD processes for the client's core system. The goal was to streamline the client's development workflow.,5,,Clutch
1068,Ershad Assefi,CIO,Makro Wholesaler,Retail,Argentina,"1,001-5,000 Employees","API Development, Custom Software Development, IT Staff Augmentation","$10,000 to $49,999",Apr. 2019 - Mar. 2020,"A wholesale firm hired Morean to support a migration project. Specifically, the team developed and migrated the client’s legacy system to Oracle’s Retail Solution. This involved data mapping and custom screens.",5,,Clutch
1069,Martín Guillermo Ceballos,CEO,Plus,Financial services,Argentina,11-50 Employees,"API Development, Application Management & Support, Application Testing, Custom Software Development, Mobile App Development, Web Development","$50,000 to $199,999",Jan. 2022 - Ongoing,Morean is working on a fintech company's mobile app. The team has redesigned the backend of the app.,5,,Clutch
1070,Matías Blasi,CTO,Fletti,Information technology,Uruguay,1-10 Employees,"Architectural Design, Business Consulting, Commercial Development, Commercial Financing, Custom Software Development, Graphic Design, Logo, UX/UI Design, Web Design",Confidential,Sep. 2021 - Ongoing,"Morean has created the branding, UI design, trademark, and logo for a delivery technology solutions company. The team has also worked on extending backend functionalities and building web and mobile apps.",5,,Clutch
1071,Sinéad Ryan,Head of Global Services,Evolv.AI,Software,Ireland,11-50 Employees,IT Staff Augmentation,"$10,000 to $49,999",June 2021 - June 2023,"Morean provided staff augmentation services for an AI solutions company. They staffed the client's team with UX designers, frontend developers, and QA agents.",4,,Clutch
1072,Anna Touhy,Group General Manager,PUBLIC Hospitality,Hospitality & leisure,Australia,51-200 Employees,"Mobile App Development, UX/UI Design, Web Development","$50,000 to $199,999",Apr. - Aug. 2024,AtraX developed a short-term rental platform for a hospitality company. The team created a complete UX for the platform and added state-of-the-art tools that help with host tasks and responsibilities.,5,,Clutch
1073,Pietro Montelatici,CEO,TSoftware srl,Real estate,Italy,1-10 Employees,"Custom Software Development, Web Development",Confidential,Sep. 2015 - July 2017,A real estate company hired AtraX for custom software development. They helped the client develop part of their CRM and optimize queries within the platform.,5,,Clutch
1074,Giuseppe Ferrara,Founder,EdTech Company,Education,Italy,11-50 Employees,Web Development,Confidential,Jan. 2021 - May 2022,"Anadea developed a mobile app and web platform for an educational technology firm. The size of the team fluctuated depending on the timeline, but both back- and frontend developers were involved in the project.",5,,Clutch
1075,Tõnis Mänd,CEO,MONEYZEN OÜ,Financial services,Estonia,1-10 Employees,"Custom Software Development, UX/UI Design",Confidential,Oct. 2023 - Dec. 2024,Anadea developed and designed a fintech company's core platform. The team was responsible for enhancing the platform's functionality and integrating additional features and solutions.,4,,Clutch
1076,Tino Sanandaji,Chairman of the Board of Directors,Bulletin,Media,Sweden,11-50 Employees,"Custom Software Development, Other Design","$200,000 to $999,999",Aug. 2020 - Ongoing,"Anadea provides a wide range of development and design services for a digital newspaper company. Their services include the front- and backend development, UI/UX design, and MVP creation, among other tasks.",5,,Clutch
1077,Tom Eilon,Co-Founder,The Electric Car Scheme,Automotive,United Kingdom,11-50 Employees,Web Development,"$50,000 to $199,999",Jan. 2021 - June 2022,Anadea improved the website of a car scheme company by working on the engine and backend customer management system. They also handle other technology requirements of the client.,5,,Clutch
1078,David Gil Pérez,CTO,ideas4all Innovation,Information technology,Spain,11-50 Employees,Web Development,"$10,000 to $49,999",July 2017 - Feb. 2018,Anadea provided Ruby on Rails development. Their team supplied coding and remote development.,5,,Clutch
1079,Tanya  Wakelam,Founder,Ask MUMM,Information technology,Phone Interview,N/A,Mobile App Development,"$50,000 to $199,999",Apr. 2017 - Sep. 2018,"Anadea built a social media platform for iOS and Android as a startup venture. They handled front- and back-end development, design, and QA testing. They also put together an informational website for the app.",5,,Clutch
1080,Paulius Paražinskas,Co-Founder,Azul Markets,Financial services,Mauritius,1-10 Employees,"Custom Software Development, Web Design, Web Development","$10,000 to $49,999",Apr. - June 2025,"Anadea developed a proprietary technology for a financial services company. The team set up an AWS infrastructure, created a webpage, built a ticketing system, and developed withdrawal and deposit flows.",5,,Clutch
1081,Simos Symeou,Director,Fintech Startup,Information technology,Cyprus,1-10 Employees,"Mobile App Development, UX/UI Design","Less than $10,000",Oct. - Nov. 2024,Anadea developed a mobile app for a fintech startup. The team also designed the app's UX/UI based on the client's prototype and explanation.,5,,Clutch
1082,Andrei Laperie,CTO,Kwizie Oy,Software,Finland,1-10 Employees,"Custom Software Development, E-Commerce Development, Microservices Architecture Services","$50,000 to $199,999",Apr. 2023 - Jan. 2024,Anadea developed the first production version of an AI-powered quiz games company's SaaS platform. Anadea started with an MVP provided by the client and rebuilt the microservices architecture on AWS.,5,,Clutch
1083,Malek Nasser,CEO,Zunou AI,IT Services,Japan,1-10 Employees,"AI Development, Custom Software Development, UX/UI Design",Confidential,June 2024 - Ongoing,Offshorly provides front- and backend development services for an AI-native software company. They help build a production-ready MVP of the client's product and implement core features.,5,,Clutch
